id	document	label
1001494	i have to admit that holly was not on my watch list for the edinburgh film festival. however, after the artistic director of the festival specifically recommended this film to an audience of over 200 	1
1001495	lynn hollister, a small-town lawyer, travels to the nearby big city on business connected with the death of his friend johnny. (yes, lynn is a man despite the feminine-sounding christian name. were th	0
1001496	this movie is truly one of the worst pieces of garbage ever. it really is surprising that something so completely terrible could be made. but, if you can stand the mind-numbing plot, character develop	0
1001497	this is the kind of movie you regret you put in your vcr. it is some weird bad rip off version of stephen kings movie misery (1990). i cannot understand how this movie got a 5.2 score, because it has 	0
1001498	i knew it wasn't gunna work out between me and d-wars from the moment we met. first its title was lazy. d war. like writing out dragon was too much for them. also... you really can't be that blatant w	0
1001499	as far as the muppet line goes, however, this is not the best, nor the second best. this was marketed towards the kiddies, but has some dark, and emotionally upsetting adult moments, to which parents 	1
1001500	michael rooker is a decent actor, but he has no business being the lead except in a low budget movie. he really does not have much charisma. ryo ishibashi has a lot more screen presence, and sadly he 	0
1001501	the comparison to sleuth, the earlier stage-play-turned-film, is obvious and upon my first viewing i too thought sleuth was better, but deathtrap has, at least for me, many more repeat viewings in it 	1
1001502	beautiful to watch, but what would be the first thing you would do the moment you discovered atlantis? explore it! here was a golden opportunity to take viewers someplace special. instead, disney reve	1
1001503	the word in the summary sums it up d'oh ;) five girls get lost trying to find their way home, when they stop at a store to get directions they hit a parked car breaking one headlight on it, they flea 	0
1001504	i'm a bit spooked by some of these reviews praising a.k.a. not only do they sound as if they were written by the same person, but they contain all kinds of insider information that surely you could on	0
1001505	it tries to be the epic adventure of the century. and with a cast like sh? kasugi, christopher lee and john-rhys davies it really is the perfect b-adventure of all time. it's actually is a pretty fun,	1
1001506	i've seen this movie countes times now and still can't get sick of it. it's like a frickin' drug. i know a lot of people don't like it but there's something about it that just draws me in. every singl	1
1001507	katharine hepburn as a mountain woman who mixes prayer with positive thinking--and is thought by the local folk to be a witch. kate works overly-hard trying to convince us she's a backwoods hick (name	0
